StudyCode,SRA,Layout
SK13,ERR3792547,Paired
SK13,ERR3792548,Paired
SK13,ERR3792549,Paired
SK13,ERR3792550,Paired
SK13,ERR3792551,Paired
SK13,ERR3792552,Paired
SK13,ERR3792555,Paired
SK13,ERR3792556,Paired
SK13,ERR3792557,Paired
SK13,ERR3792561,Paired
SK13,ERR3792564,Paired
SK13,ERR3792565,Paired
SK13,ERR3792567,Paired
SK13,ERR3792568,Paired
SK13,ERR3792570,Paired
SK13,ERR3792571,Paired
SK13,ERR3792572,Paired
SK13,ERR3792573,Paired
SK13,ERR3792574,Paired
SK13,ERR3792575,Paired
SK13,ERR3792576,Paired
SK13,ERR3792577,Paired
SK13,ERR3792578,Paired
SK13,ERR3792579,Paired
SK13,ERR3792582,Paired
SK13,ERR3792584,Paired
SK13,ERR3792588,Paired
SK13,ERR3792590,Paired
SK13,ERR3792591,Paired
SK13,ERR3792592,Paired
SK13,ERR3792593,Paired
SK13,ERR3792594,Paired
SK13,ERR3792595,Paired
SK13,ERR3792596,Paired
SK13,ERR3792597,Paired
SK13,ERR3792598,Paired
SK13,ERR3792599,Paired
SK13,ERR3792600,Paired
SK13,ERR3792601,Paired
SK13,ERR3792602,Paired
SK13,ERR3792603,Paired
SK13,ERR3792604,Paired
SK13,ERR3792605,Paired
SK13,ERR3792606,Paired
SK13,ERR3792608,Paired
SK13,ERR3792609,Paired
SK13,ERR3792615,Paired
SK13,ERR3792617,Paired
SK13,ERR3792618,Paired
SK13,ERR3792619,Paired
SK13,ERR3792620,Paired
SK13,ERR3792621,Paired
SK13,ERR3792622,Paired
SK13,ERR3792623,Paired
SK13,ERR3792624,Paired
SK13,ERR3792625,Paired
SK13,ERR3792626,Paired
SK13,ERR3792627,Paired
SK13,ERR3792628,Paired
SK13,ERR3792629,Paired
SK13,ERR3792630,Paired
SK13,ERR3792631,Paired
SK13,ERR3792632,Paired
SK13,ERR3792634,Paired
SK13,ERR3792635,Paired
SK13,ERR3792636,Paired
SK13,ERR3792638,Paired
SK13,ERR3792639,Paired
SK13,ERR3792641,Paired
SK13,ERR3792642,Paired
SK13,ERR3792291,Paired
SK13,ERR3792293,Paired
SK13,ERR3792294,Paired
SK13,ERR3792297,Paired
SK13,ERR3792300,Paired
SK13,ERR3792305,Paired
SK13,ERR3792312,Paired
SK13,ERR3792323,Paired
SK13,ERR3792333,Paired
SK13,ERR3792335,Paired
SK13,ERR3792339,Paired
SK13,ERR3792349,Paired
SK13,ERR3792352,Paired
SK13,ERR3792354,Paired
SK13,ERR3792355,Paired
SK13,ERR3792360,Paired
SK13,ERR3792366,Paired
SK13,ERR3792370,Paired
SK13,ERR3792373,Paired
SK13,ERR3792374,Paired
SK13,ERR3792377,Paired
SK13,ERR3792378,Paired
SK13,ERR3792386,Paired
SK13,ERR3792387,Paired
SK13,ERR3792394,Paired
SK13,ERR3792396,Paired
SK13,ERR3792401,Paired
SK13,ERR3792404,Paired
SK13,ERR3792407,Paired
SK13,ERR3792411,Paired
SK13,ERR3792412,Paired
SK13,ERR3792415,Paired
SK13,ERR3792416,Paired
SK13,ERR3792417,Paired
SK13,ERR3792418,Paired
SK13,ERR3792420,Paired
SK13,ERR3792423,Paired
SK13,ERR3792426,Paired
SK13,ERR3792430,Paired
SK13,ERR3792434,Paired
SK13,ERR3792435,Paired
SK13,ERR3792438,Paired
SK13,ERR3792450,Paired
SK13,ERR3792453,Paired
SK13,ERR3792454,Paired
SK13,ERR3792455,Paired
SK13,ERR3792456,Paired
SK13,ERR3792463,Paired
SK13,ERR3792487,Paired
SK13,ERR3792494,Paired
SK13,ERR3792531,Paired
SK13,ERR3792536,Paired
SK13,ERR3792537,Paired
SK13,ERR3792538,Paired
SK13,ERR3792539,Paired
SK13,ERR3792540,Paired
SK13,ERR3792541,Paired
SK13,ERR3792553,Paired
SK13,ERR3792554,Paired
SK13,ERR3792558,Paired
SK13,ERR3792559,Paired
SK13,ERR3792560,Paired
SK13,ERR3792562,Paired
SK13,ERR3792563,Paired
SK13,ERR3792566,Paired
SK13,ERR3792569,Paired
SK13,ERR3792580,Paired
SK13,ERR3792581,Paired
SK13,ERR3792583,Paired
SK13,ERR3792585,Paired
SK13,ERR3792586,Paired
SK13,ERR3792587,Paired
SK13,ERR3792589,Paired
SK13,ERR3792607,Paired
SK13,ERR3792610,Paired
SK13,ERR3792611,Paired
SK13,ERR3792612,Paired
SK13,ERR3792613,Paired
SK13,ERR3792614,Paired
SK13,ERR3792616,Paired
SK13,ERR3792633,Paired
SK13,ERR3792637,Paired
SK13,ERR3792640,Paired
HK14,ERR3310218,Paired
HK14,ERR3310219,Paired
HK14,ERR3310220,Paired
HK14,ERR3310221,Paired
HK14,ERR3310222,Paired
HK14,ERR3310223,Paired
HK14,ERR3310224,Paired
HK14,ERR3310225,Paired
HK14,ERR3310234,Paired
HK14,ERR3310235,Paired
HK14,ERR3310236,Paired
HK14,ERR3310237,Paired
HK14,ERR3310238,Paired
HK14,ERR3310239,Paired
HK14,ERR3310240,Paired
HK14,ERR3310241,Paired
HK14,ERR3310250,Paired
HK14,ERR3310251,Paired
HK14,ERR3310252,Paired
HK14,ERR3310253,Paired
HK14,ERR3310254,Paired
HK14,ERR3310255,Paired
HK14,ERR3310256,Paired
HK14,ERR3310257,Paired
HK14,ERR3310260,Paired
HK14,ERR3310261,Paired
HK14,ERR3310262,Paired
HK14,ERR3310263,Paired
HK14,ERR3310264,Paired
HK14,ERR3310265,Paired
HK14,ERR3310266,Paired
HK14,ERR3310267,Paired
HK14,ERR3310268,Paired
HK14,ERR3310269,Paired
HK14,ERR3310270,Paired
HK14,ERR3310271,Paired
HK14,ERR3310272,Paired
HK14,ERR3310273,Paired
CL15,SRR13685392,Paired
CL15,SRR13685393,Paired
CL15,SRR13685394,Paired
CL15,SRR13685395,Paired
CL15,SRR13685396,Paired
CL15,SRR13685397,Paired
CL15,SRR13685398,Paired
CL15,SRR13685399,Paired
CL15,SRR13685400,Paired
CL15,SRR13685401,Paired
CL15,SRR13685402,Paired
CL15,SRR13685403,Paired
CL15,SRR13685404,Paired
CL15,SRR13685405,Paired
CL15,SRR13685406,Paired
CL15,SRR13685407,Paired
CL15,SRR13685408,Paired
CL15,SRR13685409,Paired
CL15,SRR13685410,Paired
CL15,SRR13685411,Paired
CL15,SRR13685412,Paired
CL15,SRR13685413,Paired
CL15,SRR13685414,Paired
CL15,SRR13685415,Paired
CL15,SRR13685416,Paired
CL15,SRR13685417,Paired
CL15,SRR13685418,Paired
CL15,SRR13685419,Paired
CL15,SRR13685420,Paired
CL15,SRR13685421,Paired
CL15,SRR13685422,Paired
CL15,SRR13685423,Paired
CL15,SRR13685424,Paired
CL15,SRR13685425,Paired
CL15,SRR13685426,Paired
CL15,SRR13685427,Paired
CL15,SRR13685428,Paired
CL15,SRR13685429,Paired
CL15,SRR13685430,Paired
CL15,SRR13685431,Paired
CL15,SRR13685432,Paired
CL15,SRR13685433,Paired
CL15,SRR13685434,Paired
CL15,SRR13685435,Paired
CL15,SRR13685436,Paired
CL15,SRR13685437,Paired
CL15,SRR13685438,Paired
CL15,SRR13685439,Paired
CL15,SRR13685440,Paired
CL15,SRR13685441,Paired
CL15,SRR13685442,Paired
CL15,SRR13685443,Paired
CL15,SRR13685444,Paired
CL15,SRR13685445,Paired
CL15,SRR13685446,Paired
CL15,SRR13685447,Paired
CL15,SRR13685448,Paired
CL15,SRR13685449,Paired
CL15,SRR13685450,Paired
CL15,SRR13685451,Paired
CL15,SRR13685452,Paired
CL15,SRR13685453,Paired
CL15,SRR13685454,Paired
CL15,SRR13685455,Paired
CL15,SRR13685456,Paired
CL15,SRR13685457,Paired
CL15,SRR13685458,Paired
CL15,SRR13685459,Paired
CL15,SRR13685460,Paired
CL15,SRR13685461,Paired
CL15,SRR13685462,Paired
CL15,SRR13685463,Paired
CL15,SRR13685464,Paired
CL15,SRR13685465,Paired
CL15,SRR13685466,Paired
CL15,SRR13685467,Paired
CL15,SRR13685468,Paired
CL15,SRR13685469,Paired
CL15,SRR13685470,Paired
CL15,SRR13685471,Paired
CL15,SRR13685472,Paired
CL15,SRR13685473,Paired
CL15,SRR13685474,Paired
CL15,SRR13685475,Paired
CL15,SRR13685476,Paired
CL15,SRR13685477,Paired
CL15,SRR13685478,Paired
CL15,SRR13685479,Paired
CL15,SRR13685480,Paired
CL15,SRR13685481,Paired
AE16,DRR258157,Paired
AE16,DRR258158,Paired
AE16,DRR258159,Paired
AE16,DRR258160,Paired
AE16,DRR258161,Paired
AE16,DRR258162,Paired
AE16,DRR258163,Paired
AE16,DRR258164,Paired
AE16,DRR258165,Paired
CB18,SRR11653480,Paired
CB18,SRR11653481,Paired
CB18,SRR11653482,Paired
CB18,SRR11653483,Paired
CB18,SRR11653484,Paired
CB18,SRR11653485,Paired
CB18,SRR11653486,Paired
CB18,SRR11653487,Paired
CB18,SRR11653488,Paired
CB18,SRR11653489,Paired
CB18,SRR11653490,Paired
CB18,SRR11653491,Paired
CB18,SRR11653492,Paired
CB18,SRR11653493,Paired
CB18,SRR11653494,Paired
CB18,SRR11653495,Paired
CB18,SRR11653496,Paired
CB18,SRR11653497,Paired
CB18,SRR11653498,Paired
CB18,SRR11653499,Paired
CB18,SRR11653500,Paired
CB18,SRR11653501,Paired
CB18,SRR11653502,Paired
CB18,SRR11653503,Paired
CB18,SRR11653504,Paired
CB18,SRR11653505,Paired
CB18,SRR11653506,Paired
CB18,SRR11653507,Paired
CB18,SRR11653508,Paired
CB18,SRR11653509,Paired
CB18,SRR11653510,Paired
CB18,SRR11653511,Paired
CB18,SRR11653512,Paired
CB18,SRR11653513,Paired
CB18,SRR11653514,Paired
CB18,SRR11653515,Paired
CB18,SRR11653516,Paired
CB18,SRR11653517,Paired
CB18,SRR11653518,Paired
CB18,SRR11653519,Paired
CB18,SRR11653520,Paired
CB18,SRR11653521,Paired
CB18,SRR11653522,Paired
CB18,SRR11653523,Paired
CB18,SRR11653524,Paired
CB18,SRR11653525,Paired
CB18,SRR11653526,Paired
CB18,SRR11653527,Paired
CB18,SRR11653528,Paired
CB18,SRR11653529,Paired
CB18,SRR11653530,Paired
CB18,SRR11653531,Paired
CB18,SRR11653532,Paired
CB18,SRR11653533,Paired
CB18,SRR11653534,Paired
CB18,SRR11653535,Paired
CB18,SRR11653536,Paired
CB18,SRR11653537,Paired
CB18,SRR11653538,Paired
CB18,SRR11653539,Paired
CB18,SRR11653540,Paired
CB18,SRR11653541,Paired
CB18,SRR11653542,Paired
CB18,SRR11653543,Paired
CB18,SRR11653544,Paired
CB18,SRR11653545,Paired
CB18,SRR11653546,Paired
CB18,SRR11653547,Paired
CB18,SRR11653548,Paired
CB18,SRR11653549,Paired
CB18,SRR11653550,Paired
CB18,SRR11653551,Paired
CB18,SRR11653552,Paired
CB18,SRR11653553,Paired
CB18,SRR11653554,Paired
CB18,SRR11653555,Paired
CB18,SRR11653556,Paired
CB18,SRR11653557,Paired
CB18,SRR11653558,Paired
CB18,SRR11653559,Paired
CB18,SRR11653560,Paired
CB18,SRR11653561,Paired
CB18,SRR11653562,Paired
CB18,SRR11653563,Paired
CB18,SRR11653564,Paired
CB18,SRR11653565,Paired
CB18,SRR11653566,Paired
CB18,SRR11653567,Paired
CB18,SRR11653568,Paired
CB18,SRR11653569,Paired
CB18,SRR11653570,Paired
CB18,SRR11653571,Paired
CB18,SRR11653572,Paired
CB18,SRR11653573,Paired
CB18,SRR11653574,Paired
CB18,SRR11653575,Paired
CB18,SRR11653576,Paired
CB18,SRR11653577,Paired
CB18,SRR11653578,Paired
CB18,SRR11653579,Paired
CB18,SRR11653580,Paired
CB18,SRR11653581,Paired
CB18,SRR11653582,Paired
CB18,SRR11653583,Paired
CB18,SRR11653584,Paired
CB18,SRR11653585,Paired
CB18,SRR11653586,Paired
CB18,SRR11653587,Paired
CB18,SRR11653588,Paired
CB18,SRR11653589,Paired
CB18,SRR11653590,Paired
CB18,SRR11653591,Paired
CB18,SRR11653592,Paired
CB18,SRR11653593,Paired
CB18,SRR11653594,Paired
CB18,SRR11653595,Paired
CB18,SRR11653596,Paired
CB18,SRR11653597,Paired
CB18,SRR11653598,Paired
CB18,SRR11653599,Paired
CB18,SRR11653600,Paired
CB18,SRR11653601,Paired
CB18,SRR11653602,Paired
CB18,SRR11653603,Paired
CB18,SRR11653604,Paired
CB18,SRR11653605,Paired
CB18,SRR11653606,Paired
CB18,SRR11653607,Paired
CB18,SRR11653608,Paired
CB18,SRR11653609,Paired
CB18,SRR11653610,Paired
CB18,SRR11653611,Paired
CB18,SRR11653612,Paired
CB18,SRR11653613,Paired
CB18,SRR11653614,Paired
CB18,SRR11653615,Paired
CB18,SRR11653616,Paired
CB18,SRR11653617,Paired
CB18,SRR11653618,Paired
CB18,SRR11653619,Paired
CB18,SRR11653620,Paired
CB18,SRR11653621,Paired
CB18,SRR11653622,Paired
CB18,SRR11653623,Paired
CB18,SRR11653624,Paired
CB18,SRR11653625,Paired
CB18,SRR11653626,Paired
CB18,SRR11653627,Paired
CB18,SRR11653628,Paired
CB18,SRR11653629,Paired
CB18,SRR11653630,Paired
CB18,SRR11653631,Paired
CB18,SRR11653632,Paired
CB18,SRR11653633,Paired
CB18,SRR11653634,Paired
CB18,SRR11653635,Paired
CB18,SRR11653636,Paired
CB18,SRR11653637,Paired
CB18,SRR11653638,Paired
CB18,SRR11653639,Paired
CB18,SRR11653640,Paired
CB18,SRR11653641,Paired
CB18,SRR11653642,Paired
CB18,SRR11653643,Paired
CB18,SRR11653644,Paired
CB18,SRR11653645,Paired
CB18,SRR11653646,Paired
CB18,SRR11653647,Paired
CB18,SRR11653648,Paired
CB18,SRR11653649,Paired
CB18,SRR11653650,Paired
CB18,SRR11653651,Paired
CB18,SRR11653652,Paired
CB18,SRR11653653,Paired
CB18,SRR11653654,Paired
CB18,SRR11653655,Paired
CB18,SRR11653656,Paired
CB18,SRR11653657,Paired
CB18,SRR11653658,Paired
CB18,SRR11653659,Paired
CB18,SRR11653660,Paired
CB18,SRR11653661,Paired
CB18,SRR11653662,Paired
CB18,SRR11653663,Paired
CB18,SRR11653664,Paired
CB18,SRR11653665,Paired
CB18,SRR11653666,Paired
CB18,SRR11653667,Paired
CB18,SRR11653668,Paired
CB18,SRR11653669,Paired
CB18,SRR11653670,Paired
CB18,SRR11653671,Paired
CB18,SRR11653672,Paired
CB18,SRR11653673,Paired
CB18,SRR11653674,Paired
CB18,SRR11653675,Paired
CB18,SRR11653676,Paired
CB18,SRR11653677,Paired
CB18,SRR11653678,Paired
CB18,SRR11653679,Paired
CB18,SRR11653680,Paired
CB18,SRR11653681,Paired
CB18,SRR11653682,Paired
CB18,SRR11653683,Paired
CB18,SRR11653684,Paired
CB18,SRR11653685,Paired
CB18,SRR11653686,Paired
CB18,SRR11653687,Paired
CB18,SRR11653688,Paired
CB18,SRR11653689,Paired
CB18,SRR11653690,Paired
CB18,SRR11653691,Paired
CB18,SRR11653692,Paired
CB18,SRR11653693,Paired
CB18,SRR11653694,Paired
CB18,SRR11653695,Paired
CB18,SRR11653696,Paired
CB18,SRR11653697,Paired
CB18,SRR11653698,Paired
CB18,SRR11653699,Paired
CB18,SRR11653700,Paired
CB18,SRR11653701,Paired
CB18,SRR11653702,Paired
CB18,SRR11653703,Paired
CB18,SRR11653704,Paired
CB18,SRR11653705,Paired
CB18,SRR11653706,Paired
CB18,SRR11653707,Paired
CB18,SRR11653708,Paired
CB18,SRR11653709,Paired
CB18,SRR11653710,Paired
CB18,SRR11653711,Paired
CB18,SRR11653712,Paired
CB18,SRR11653713,Paired
CB18,SRR11653714,Paired
CB18,SRR11653715,Paired
CB18,SRR11653716,Paired
CB18,SRR11653717,Paired
CB18,SRR11653718,Paired
CB18,SRR11653719,Paired
CB18,SRR11653720,Paired
CB18,SRR11653721,Paired
CB18,SRR11653722,Paired
CB18,SRR11653723,Paired
CB18,SRR11653724,Paired
CB18,SRR11653725,Paired
CB18,SRR11653726,Paired
CB18,SRR11653727,Paired
CB18,SRR11653728,Paired
CB18,SRR11653729,Paired
CB18,SRR11653730,Paired
CB18,SRR11653731,Paired
CB18,SRR11653732,Paired
CB18,SRR11653733,Paired
CB18,SRR11653734,Paired
CB18,SRR11653735,Paired
CB18,SRR11653736,Paired
CB18,SRR11653737,Paired
CB18,SRR11653738,Paired
CB18,SRR11653739,Paired
CB18,SRR11653740,Paired
CB18,SRR11653741,Paired
CB18,SRR11653742,Paired
CB18,SRR11653743,Paired
CB18,SRR11653744,Paired
CB18,SRR11653745,Paired
CB18,SRR11653746,Paired
CB18,SRR11653747,Paired
CB18,SRR11653748,Paired
CB18,SRR11653749,Paired
CB18,SRR11653750,Paired
CB18,SRR11653751,Paired
CB18,SRR11653752,Paired
CB18,SRR11653753,Paired
CB18,SRR11653754,Paired
CB18,SRR11653755,Paired
CB18,SRR11653756,Paired
CB18,SRR11653757,Paired
CB18,SRR11653758,Paired
CB18,SRR11653759,Paired
CB18,SRR11653760,Paired
CB18,SRR11653761,Paired
CB18,SRR11653762,Paired
CB18,SRR11653763,Paired
CB18,SRR11653764,Paired
CB18,SRR11653765,Paired
CB18,SRR11653766,Paired
CB18,SRR11653767,Paired
CB18,SRR11653768,Paired
CB18,SRR11653769,Paired
CB18,SRR11653770,Paired
MB20,SRR9714957,Paired
MB20,SRR9714958,Paired
MB20,SRR9714959,Paired
MB20,SRR9714960,Paired
RK21,SRR10245279,Paired
RK21,SRR10245281,Paired
RK21,SRR10245283,Paired
RK21,SRR10245285,Paired
RK21,SRR10245286,Paired
RK21,SRR10245287,Paired
RK21,SRR10245289,Paired
RK21,SRR10245290,Paired
RK21,SRR10245292,Paired
RK21,SRR10245293,Paired
RK21,SRR10245295,Paired
RK21,SRR10245298,Paired
RK21,SRR10245300,Paired
RK21,SRR10245301,Paired
RK21,SRR10245303,Paired
RK21,SRR10245304,Paired
RK21,SRR10245306,Paired
RK21,SRR10245308,Paired
RK21,SRR10245310,Paired
RK21,SRR10245312,Paired
RK21,SRR10245314,Paired
RK21,SRR10245316,Paired
RK21,SRR10245321,Paired
RK21,SRR10245322,Paired
RK21,SRR10245324,Paired
RK21,SRR10245327,Paired
RK21,SRR10245328,Paired
RK21,SRR10245330,Paired
RK21,SRR10245332,Paired
RK21,SRR10245334,Paired
RK21,SRR10245335,Paired
RK21,SRR10245338,Paired
RK21,SRR10245340,Paired
RK21,SRR10245342,Paired
RK21,SRR10245343,Paired
RK21,SRR10245345,Paired
RK21,SRR10245347,Paired
RK21,SRR10245349,Paired
RK21,SRR10245351,Paired
RK21,SRR10245353,Paired
RK21,SRR7450706,Paired
RK21,SRR7450707,Paired
RK21,SRR7450708,Paired
RK21,SRR7450709,Paired
RK21,SRR7450710,Paired
RK21,SRR7450711,Paired
RK21,SRR7450712,Paired
RK21,SRR7450713,Paired
RK21,SRR7450714,Paired
RK21,SRR7450715,Paired
RK21,SRR7450716,Paired
RK21,SRR7450717,Paired
RK21,SRR7450718,Paired
RK21,SRR7450719,Paired
RK21,SRR7450720,Paired
RK21,SRR7450721,Paired
RK21,SRR7450722,Paired
RK21,SRR7450723,Paired
RK21,SRR7450724,Paired
RK21,SRR7450725,Paired
RK21,SRR7450726,Paired
RK21,SRR7450727,Paired
RK21,SRR7450728,Paired
RK21,SRR7450729,Paired
RK21,SRR7450730,Paired
RK21,SRR7450731,Paired
RK21,SRR7450732,Paired
RK21,SRR7450733,Paired
RK21,SRR7450734,Paired
RK21,SRR7450735,Paired
RK21,SRR7450736,Paired
RK21,SRR7450737,Paired
RK21,SRR7450738,Paired
RK21,SRR7450739,Paired
RK21,SRR7450740,Paired
RK21,SRR7450741,Paired
RK21,SRR7450742,Paired
RK21,SRR7450743,Paired
RK21,SRR7450744,Paired
RK21,SRR7450745,Paired
RK21,SRR7450746,Paired
RK21,SRR7450747,Paired
RK21,SRR7450748,Paired
RK21,SRR7450749,Paired
RK21,SRR7450750,Paired
RK21,SRR7450751,Paired
RK21,SRR7450752,Paired
RK21,SRR7450753,Paired
RK21,SRR7450754,Paired
RK21,SRR7450755,Paired
RK21,SRR7450756,Paired
RK21,SRR7450757,Paired
RK21,SRR7450758,Paired
RK21,SRR7450759,Paired
RK21,SRR7450760,Paired
RK21,SRR7450761,Paired
RK21,SRR10245277,Paired
RK21,SRR10245278,Paired
RK21,SRR10245280,Paired
RK21,SRR10245282,Paired
RK21,SRR10245284,Paired
RK21,SRR10245288,Paired
RK21,SRR10245291,Paired
RK21,SRR10245294,Paired
RK21,SRR10245296,Paired
RK21,SRR10245297,Paired
RK21,SRR10245299,Paired
RK21,SRR10245302,Paired
RK21,SRR10245305,Paired
RK21,SRR10245307,Paired
RK21,SRR10245309,Paired
RK21,SRR10245311,Paired
RK21,SRR10245313,Paired
RK21,SRR10245315,Paired
RK21,SRR10245317,Paired
RK21,SRR10245318,Paired
RK21,SRR10245319,Paired
RK21,SRR10245320,Paired
RK21,SRR10245323,Paired
RK21,SRR10245325,Paired
RK21,SRR10245326,Paired
RK21,SRR10245329,Paired
RK21,SRR10245331,Paired
RK21,SRR10245333,Paired
RK21,SRR10245336,Paired
RK21,SRR10245337,Paired
RK21,SRR10245339,Paired
RK21,SRR10245341,Paired
RK21,SRR10245344,Paired
RK21,SRR10245346,Paired
RK21,SRR10245348,Paired
RK21,SRR10245350,Paired
RK21,SRR10245352,Paired
YZ22,SRR6079460,Paired
YZ22,SRR6079461,Paired
YZ22,SRR6079462,Paired
YZ22,SRR6079463,Paired
YZ22,SRR6079464,Paired
YZ22,SRR6079465,Paired
YZ22,SRR6079466,Paired
YZ22,SRR6079467,Paired
YZ22,SRR6079468,Paired
YZ22,SRR6079469,Paired
YZ22,SRR6079470,Paired
YZ22,SRR6079471,Paired
YZ22,SRR6079472,Paired
YZ22,SRR6079473,Paired
YZ22,SRR6079474,Paired
XY23,SRR13949088,Paired
XY23,SRR13949089,Paired
XY23,SRR13949090,Paired
XY23,SRR13949091,Paired
XY23,SRR13949092,Paired
XY23,SRR13949093,Paired
XY23,SRR13949094,Paired
XY23,SRR13949095,Paired
XY23,SRR13949097,Paired
XY23,SRR13949098,Paired
XY23,SRR13949099,Paired
XY23,SRR13949100,Paired
XY23,SRR13949101,Paired
XY23,SRR13949102,Paired
XY23,SRR13949103,Paired
XY23,SRR13949104,Paired
XY23,SRR13949105,Paired
XY23,SRR13949106,Paired
XY23,SRR13949107,Paired
XY23,SRR13949109,Paired
XY23,SRR13949110,Paired
XY23,SRR13949111,Paired
XY23,SRR13949112,Paired
XY23,SRR13949113,Paired
XY23,SRR13949114,Paired
XY23,SRR13949115,Paired
XY23,SRR13949116,Paired
XY23,SRR13949117,Paired
XY23,SRR13949118,Paired
XY23,SRR13949119,Paired
XY23,SRR13949120,Paired
XY23,SRR13949122,Paired
XY23,SRR13949123,Paired
XY23,SRR13949124,Paired
XY23,SRR13949125,Paired
XY23,SRR13949126,Paired
XY23,SRR13949127,Paired
XY23,SRR13949128,Paired
XY23,SRR13949129,Paired
XY23,SRR13949130,Paired
XY23,SRR13949132,Paired
XY23,SRR13949134,Paired
XY23,SRR13949135,Paired
XY23,SRR13949136,Paired
XY23,SRR13949137,Paired
XY23,SRR13949138,Paired
XY23,SRR13949139,Paired
XY23,SRR13949140,Paired
XY23,SRR13949141,Paired
XY23,SRR13949142,Paired
XY23,SRR13949143,Paired
XY23,SRR13949144,Paired
XY23,SRR13949145,Paired
XY23,SRR13949146,Paired
XY23,SRR13949147,Paired
XY23,SRR13949148,Paired
XY23,SRR13949149,Paired
XY23,SRR13949150,Paired
XY23,SRR13949151,Paired
XY23,SRR13949152,Paired
XY23,SRR13949153,Paired
XY23,SRR13949154,Paired
XY23,SRR13949155,Paired
XY23,SRR13949156,Paired
XY23,SRR13949157,Paired
XY23,SRR13949158,Paired
XY23,SRR13949160,Paired
XY23,SRR13949161,Paired
XY23,SRR13949162,Paired
XY23,SRR13949163,Paired
XY23,SRR13949164,Paired
XY23,SRR13949165,Paired
XY23,SRR13949166,Paired
XY23,SRR13949168,Paired
XY23,SRR13949169,Paired
XY23,SRR13949170,Paired
XY23,SRR13949171,Paired
XY23,SRR13949173,Paired
XY23,SRR13949174,Paired
XY23,SRR13949175,Paired
XY23,SRR13949176,Paired
XY23,SRR13949177,Paired
XY23,SRR13949178,Paired
XY23,SRR13949179,Paired
XY23,SRR13949180,Paired
XY23,SRR13949181,Paired
XY23,SRR13949182,Paired
XY23,SRR13949183,Paired
XY23,SRR13949184,Paired
XY23,SRR13949185,Paired
XY23,SRR13949187,Paired
XY23,SRR13949188,Paired
XY23,SRR13949189,Paired
XY23,SRR13949190,Paired
XY23,SRR13949191,Paired
XY23,SRR13949192,Paired
XY23,SRR13949193,Paired
XY23,SRR13949194,Paired
XY23,SRR13949195,Paired
XY23,SRR13949196,Paired
XY23,SRR13949197,Paired
XY23,SRR13949198,Paired
XY23,SRR13949199,Paired
XY23,SRR13949200,Paired
XY23,SRR13949201,Paired
XY23,SRR13949202,Paired
XY23,SRR13949203,Paired
XY23,SRR13949204,Paired
XY23,SRR13949205,Paired
XY23,SRR13949206,Paired
XY23,SRR13949207,Paired
XY23,SRR13949208,Paired
XY23,SRR13949209,Paired
XY23,SRR13949210,Paired
XY23,SRR13949211,Paired
XY23,SRR13949212,Paired
XY23,SRR13949213,Paired
XY23,SRR13949214,Paired
XY23,SRR13949216,Paired
XY23,SRR13949217,Paired
XY23,SRR13949218,Paired
XY23,SRR13949219,Paired
XY23,SRR13949221,Paired
XY23,SRR13949222,Paired
XY23,SRR13949223,Paired
XY23,SRR13949224,Paired
XY23,SRR13949225,Paired
XY23,SRR13949096,Paired
XY23,SRR13949108,Paired
XY23,SRR13949121,Paired
XY23,SRR13949131,Paired
XY23,SRR13949133,Paired
XY23,SRR13949159,Paired
XY23,SRR13949167,Paired
XY23,SRR13949172,Paired
XY23,SRR13949186,Paired
XY23,SRR13949215,Paired
XY23,SRR13949220,Paired
ZY25,SRR11862916,Paired
ZY25,SRR11862939,Paired
ZY25,SRR11862945,Paired
ZY25,SRR11862962,Paired
ZY25,SRR11862968,Paired
ZY25,SRR11862985,Paired
ZY25,SRR11862991,Paired
ZY25,SRR11862904,Paired
ZY25,SRR11862922,Paired
ZY25,SRR11862927,Paired
ZY25,SRR11862950,Paired
ZY25,SRR11862973,Paired
ZY25,SRR11863001,Paired
ZY25,SRR11863004,Paired
ZY25,SRR11862996,Paired
XC26,SRR11560241,Paired
XC26,SRR11560242,Paired
XC26,SRR11560243,Paired
XC26,SRR11560244,Paired
XC26,SRR11560245,Paired
XC26,SRR11560246,Paired
XC26,SRR11560247,Paired
XC26,SRR11560248,Paired
XC26,SRR11560249,Paired
XC26,SRR11560250,Paired
XC26,SRR11560251,Paired
XC26,SRR11560252,Paired
XC26,SRR11560253,Paired
XC26,SRR11560254,Paired
XC26,SRR11560255,Paired
XC26,SRR11560256,Paired
XC26,SRR11560257,Paired
XC26,SRR11560258,Paired
XC26,SRR11560259,Paired
XC26,SRR11560260,Paired
XC26,SRR11560261,Paired
XC26,SRR11560262,Paired
XC26,SRR11560263,Paired
XC26,SRR11560264,Paired
XC26,SRR11560265,Paired
XC26,SRR11560266,Paired
XC26,SRR11560267,Paired
XC26,SRR11560268,Paired
XC26,SRR11560269,Paired
XC26,SRR11560270,Paired
XC26,SRR11560271,Paired
XC26,SRR11560272,Paired
XC26,SRR11560273,Paired
ED27,SRR11362520,Paired
ED27,SRR11362526,Paired
ED27,SRR11362527,Paired
ED27,SRR11362528,Paired
ED27,SRR11362529,Paired
ED27,SRR11362530,Paired
ED27,SRR11362539,Paired
ED27,SRR11362545,Paired
ED27,SRR11362550,Paired
ED27,SRR11362551,Paired
ED27,SRR11362552,Paired
ED27,SRR11362553,Paired
